id_firma,sursa,firma,judet,localitate,persoana,email1,email2,telefon1,telefon2,cui,adresa,nume_norm,surse,nr_duplicate
153,ADRESE_2000,BLUE PROJECTS INDUSTRIES SRL,BRAILA,Braila,Demircan Umut,,,,,,"CALEA CALARASILOR, NR.65, BL.C SC.2",BLUE PROJECTS INDUSTRIES,ADRESE_2000,1
154,ADRESE_2000,BONA AVIS SRL,BRAILA,Ianca,Saglam Ghiulnur,,,,,,CALEA BRAILEI NR.3,BONA AVIS,ADRESE_2000,1
155,ADRESE_2000,BRAICOOP COOPERATIVA AGRICOLA,BRAILA,Baldovinesti,Stoean Stefan,,,,,,CALEA MOS ANGHEL NR.489,BRAICOOP COOPERATIVA AGRICOLA,ADRESE_2000,1
156,ADRESE_2000,CELLULAR ONE SRL,BRAILA,Braila,Hotnogu Cezar Mihai,,,,,,"STR. STRGRADINII PUBLICE NR.6, BL. SC.",CELLULAR ONE,ADRESE_2000,1
157,ADRESE_2000,CHIMAGRI DISTRIBUTION SRL,BRAILA,Chiscani,Plosca Irinel,,,,,,SOS. VIZIRULUI NR.KM. 10+500,CHIMAGRI DISTRIBUTION,ADRESE_2000,1
158,ADRESE_2000,CHIMAGRI SRL,BRAILA,Chiscani,Plosca Irinel,,,,,,SOS. VIZIRULUI NR.KM. 10+500,CHIMAGRI,ADRESE_2000,1
159,ADRESE_2000,COMISION TRADE SRL,BRAILA,Braila,Munteanu Stefan,,,,,,STR. ING. ANGHEL SALIGNY NR.3,COMISION TRADE,ADRESE_2000,1
160,ADRESE_2000,COMPANIA DE UTILITATI PUBLICE DUNAREA BRAILA SA,BRAILA,Braila,Avram Ionel,,,,,,PIATA UZINEI NR.1,COMPANIA DE UTILITATI PUBLICE DUNAREA BRAILA,ADRESE_2000,1
161,ADRESE_2000,CONCIVIA SA,BRAILA,Braila,Gheorghe Bunea Razvan,,,,,,CALEA CALARASILOR NR.161,CONCIVIA,ADRESE_2000,1
162,ADRESE_2000,DANIOFAN IMPEX SRL,BRAILA,Braila,David Ioana,,,,,,"STR. INDUSTRIEI NR., BL.D2 SC.1",DANIOFAN IMPEX,ADRESE_2000,1
163,ADRESE_2000,ELDOMIR SRL,BRAILA,Tufesti,Dogarescu Vasile,,,,,,STR. BRAILEI NR.263,ELDOMIR,ADRESE_2000,1
164,ADRESE_2000,ETUFARM SRL,BRAILA,Braila,Boboschko Wladimir,,,,,,"BDUL. DOROBANTILOR NR.784, BL.CORP C1 SC.",ETUFARM,ADRESE_2000,1
165,ADRESE_2000,EURO BUILDING SRL,BRAILA,Braila,Brebenel Paul,,,,,,SOS. BUZAULUI NR.13A,EURO BUILDING,ADRESE_2000,1
166,ADRESE_2000,EZEAN GRAIN SRL,BRAILA,Braila,Arghir Valentin Nicolae,,,,,,"STR. LANULUI NR.9, BL.C5 SC.",EZEAN GRAIN,ADRESE_2000,1
167,ADRESE_2000,FLIP TECHNOLOGIES SRL,BRAILA,Braila,Manea Tudor Lucian,,,,,,STR. STEFAN CEL MARE NR.549,FLIP TECHNOLOGIES,ADRESE_2000,1
168,ADRESE_2000,FRONTERA TRADING SRL,BRAILA,Braila,Ilie Eros,,,,,,STR. VADENI NR.7 E,FRONTERA TRADING,ADRESE_2000,1
169,ADRESE_2000,GLORIOUS LIGHTING SRL,BRAILA,Braila,Chen Jui Lung,,,,,,"SOS. FOCSANI, NR.127",GLORIOUS LIGHTING,ADRESE_2000,1
170,ADRESE_2000,HERCULES SA,BRAILA,Braila,Gheorghe Bunea Razvan,,,,,,,HERCULES,ADRESE_2000,1
171,ADRESE_2000,IRMEX SA,BRAILA,Braila,Madadi Ali,,,,,,SOS. RAMNICU SARAT NR.74,IRMEX,ADRESE_2000,1
172,ADRESE_2000,KAZUG SRL,BRAILA,Braila,Popescu Gheorghe,,,,,,"CALEA CALARASILOR NR.161, BL. SC.",KAZUG,ADRESE_2000,1
173,ADRESE_2000,LA MARITEC SRL,BRAILA,Latinu,Tecuceanu Marius Cosmin,,,,,,SOS. FOCSANI NR.41,LA MARITEC,ADRESE_2000,1
174,ADRESE_2000,LOCKET BUCURESTI SRL,BRAILA,Braila,Mircea Gheorghe,,,,,,"SOS. RAMNICU SARAT NR.86, BL.C6 SC.",LOCKET BUCURESTI,ADRESE_2000,1
175,ADRESE_2000,LOCKET TRADING SRL,BRAILA,Braila,Mircea Gheorghe,,,,,,"SOS. RAMNICU SARAT NR.86, BL.C6 SC.",LOCKET TRADING,ADRESE_2000,1
176,ADRESE_2000,MANAGEMENT OBJECTIVES SA,BRAILA,Braila,Ilie Ionut Marius,,,,,,SOS. BALDOVINESTI NR.10,MANAGEMENT OBJECTIVES,ADRESE_2000,1
177,ADRESE_2000,MICATIS PROD SRL,BRAILA,Braila,Gropeneanu Stanuta,,,,,,"STR. PLEVNA NR.130B, BL.C1 SC.",MICATIS PROD,ADRESE_2000,1
178,ADRESE_2000,ORIGINAL SERV SRL,BRAILA,Cazasu,Istrate Cristian Alin,,,,,,STR. BEGONIEI NR.66,ORIGINAL SERV,ADRESE_2000,1
179,ADRESE_2000,PETROGAB IMPEX SRL,BRAILA,Braila,Necula Alexandru,,,,,,STR. MIRCEA VODA NR.62,PETROGAB IMPEX,ADRESE_2000,1
180,ADRESE_2000,ROBMERY TRANS SRL,BRAILA,Tufesti,Bloj Dan Marius,,,,,,STR. BRAILEI NR.75,ROBMERY TRANS,ADRESE_2000,1
181,ADRESE_2000,ROMNAV SA,BRAILA,Braila,Popa Dumitru,,,,,,"STR. ING. ANGHEL SALIGNY, NR.4",ROMNAV,ADRESE_2000,1
182,ADRESE_2000,ROMWAY ENGINEERING CONSTRUCTION SRL,BRAILA,Braila,Urun Elvan,,,,,,"CALEA CALARASILOR NR.53, BL.2 BIS SC.",ROMWAY ENGINEERING CONSTRUCTION,ADRESE_2000,1
183,ADRESE_2000,SANDOMAR PAN SRL,BRAILA,Lacu Sarat,Sandu Ionel,,,,,,"STR. GARII,NR.24",SANDOMAR PAN,ADRESE_2000,1
184,ADRESE_2000,SERV CLASS SRL,BRAILA,Braila,Gruia Mircea Catalin,,,,,,SOS. RAMNICU SARAT NR.84 B,SERV CLASS,ADRESE_2000,1
185,ADRESE_2000,SURVCONTROL AGRO SRL,BRAILA,Insuratei,Gutium Daniel,,,,,,STR. LACU REZI NR.45,SURVCONTROL AGRO,ADRESE_2000,1
186,ADRESE_2000,SYLY COM SRL,BRAILA,Lacu Sarat,Negru Lenuta,,,,,,"STR. PRINCIPALA NR.55, BL.C3 SC.",SYLY COM,ADRESE_2000,1
187,ADRESE_2000,TEHNICAL DENT SRL,BRAILA,Braila,Draguleanu Nicolae,,,,,,"STR. HIPODROM, BL.G3 SC.3",TEHNICAL DENT,ADRESE_2000,1
188,ADRESE_2000,TERMHIDRO SRL,BRAILA,Braila,Ionescu Mircea,,,,,,STR. INULUI NR.37,TERMHIDRO,ADRESE_2000,1
189,ADRESE_2000,TITAN EDILITARA SRL,BRAILA,Braila,Fusea Stefan,,,,,,STR. MIHAIL EMINESCU NR.56,TITAN EDILITARA,ADRESE_2000,1
190,ADRESE_2000,XIMENA DISTRIBUTIE SRL,BRAILA,Braila,Gavrila Irina,,,,,,"STR. MIRON COSTIN NR.26A, BL.C1 SC.",XIMENA DISTRIBUTIE,ADRESE_2000,1
191,ADRESE_2000,23 COMMUNICATIONS IDEAS,BUCURESTI,Sector 2,Bella Bogdan Naumovici,,,,,,"STR. LUMINEI, NR. 8, ET. 1, CAM. 9",23 COMMUNICATIONS IDEAS,ADRESE_2000,1
192,ADRESE_2000,2B INTELLIGENT SOFT SA,BUCURESTI,Sector 1,Radu Scarlat,,,,,,"B-DUL PRIMAVERII, NR. 51",2B INTELLIGENT SOFT,ADRESE_2000,1
193,ADRESE_2000,A B INVESTITII SI CONSTRUCTII SRL,BUCURESTI,Sector 1,Nachum Butnaru,,,,,,"STR. ION CAMPINEANU, NR. 11, ET. 7, AP. POZ. 7.09",A B INVESTITII SI CONSTRUCTII,ADRESE_2000,1
194,ADRESE_2000,ABB POWER GRIDS,BUCURESTI,Sector 2,Nicoleta Ilina,,,,,,"STR. GARA HERASTRAU, NR. 4D, BL. C, ET. 8",ABB POWER GRIDS,ADRESE_2000,1
195,ADRESE_2000,ABB ROMANIA,BUCURESTI,Sector 2,Ciprian Florescu,,,,,,"STR. GARA HERASTRAU, NR. 4D, BL. C, ET. 8",ABB ROMANIA,ADRESE_2000,1
196,ADRESE_2000,ADREM INVEST SRL,BUCURESTI,Sector 1,Adrian Bodea,,,,,,"STR. ALEXANDRINA, NR. 20-22, ET. 3, AP. 6",ADREM INVEST,ADRESE_2000,1
197,grecia,AETOS TRADING & CONSULTING SRL,BUCURESTI,Sectorul 3,Michail Poutsiakas,office@aetos.ro,,,,5310680,"BDUL. UNIRII, NR. 80",AETOS TRADING CONSULTING,grecia,1
198,ADRESE_2000,AFCON ELECTRA ROMANIA SA,BUCURESTI,Sector 5,Vardi Rami,,,,,,"B-DUL TUDOR VLADMIRESCU NR. 29A, PARK 1, ETAJ 2",AFCON ELECTRA ROMANIA,ADRESE_2000,1
199,ADRESE_2000,AGRANA ROMANIA,BUCURESTI,Sector 1,Sorin Soroceanu,,,,,,"SOS. STRAULESTI, NR. 178-180",AGRANA ROMANIA,ADRESE_2000,1
200,grecia,AHI CARRIER ROMANIA SRL,BUCURESTI,Sectorul 4,Adamidis Thomas,support@ahi-carrier.ro,manager@ahi-carrier.ro,,,19073210,"INTR. NESTOREI, NR. 1",AHI CARRIER ROMANIA,grecia,1
201,ADRESE_2000,AIK ENERGY ROMANIA,BUCURESTI,Sector 1,Balan Sergiu,,,,,,"SOS. BUC-PLOIESTI, NR. 19-21, ET. 7, BANEASA BUSINESS CENTER",AIK ENERGY ROMANIA,ADRESE_2000,1
202,ADRESE_2000,AISR ROMANIA,BUCURESTI,Sector 1,Maria Cirja,,,,,,"B-DUL MARASTI, NR. 59,CORP P, SALA P62, ET.2",AISR ROMANIA,ADRESE_2000,1
203,ADRESE_2000,ALBALACT SA BUCURESTI,BUCURESTI,Sector 1,Ioan Ungur,,,,,,"STR. HAGI GHITA, NR. 89-91",ALBALACT BUCURESTI,ADRESE_2000,1
204,ADRESE_2000,ALCEDO SRL,BUCURESTI,Sector 1,Vincentiu Cremeneanu,,,,,,"STR. ALEX. CONSTANTINESCU, NR. 63",ALCEDO,ADRESE_2000,1
205,ADRESE_2000,ALCHIMEX SA,BUCURESTI,Sector 1,Claudiu Cringusi,,,,,,"STR. ALEXANDRU CONSTANTINESCU, NR. 63",ALCHIMEX,ADRESE_2000,1
206,ADRESE_2000,ALLSYS ENERGY SA,BUCURESTI,Sector 1,Lorenzo Cautisanu,,,,,,"B-DUL AL. IOAN CUZA, NR. 81, ET. 3",ALLSYS ENERGY,ADRESE_2000,1
207,grecia,ALPHA MEDICAL SRL,BUCURESTI,Sectorul 1,Dimitrios Xenos,office@alphamedical.ro,service@alphamedical.ro,,,1259620,"STR. N. CONSTANTINESCU, NR. 12",ALPHA MEDICAL,grecia,1
208,grecia,ALUMIL ROM INDUSTRY SA,BUCURESTI,Sectorul 1,Ionita Marius,marketing@alumil.ro,office@alumil.ro,,,194340,"SOS. BUCURESTI-PLOIESTI, NR. 42-44",ALUMIL ROM INDUSTRY,grecia,1
209,ADRESE_2000,ARACO,BUCURESTI,Sector 3,Plosceanu Aurel-Laurentiu,,,,,,"STR. ALEX. PAPIU ILARIAN, NR. 17, ET. 2",ARACO,ADRESE_2000,1
210,ADRESE_2000,ARCHIBUS ROMANIA,BUCURESTI,Sector 6,Trita Tudor - Florentin,,,,,,"STR. STEFAN MARINESCU, NR. 9",ARCHIBUS ROMANIA,ADRESE_2000,1
211,ADRESE_2000,ARCOM,BUCURESTI,Sector 1,Vasile Geambazi,,,,,,"STR. VIRGILIU, NR 81",ARCOM,ADRESE_2000,1
212,ADRESE_2000,ARCTIC STREAM SRL,BUCURESTI,Sector 1,Octavian Dragos Diaconu,,,,,,"STR. BANU ANTONACHE, NR. 40-44, ET. 2",ARCTIC STREAM,ADRESE_2000,1
213,grecia,ARION GREEN FELIX SRL,BUCURESTI,Sectorul 2,Panagiotis Fyssas,,,,,34679370,"STR. ITALIANA, NR. 24",ARION GREEN FELIX,grecia,1
214,ADRESE_2000,ARPIM,BUCURESTI,Sector 3,Alina Culcea,,,,,,"STR. CLUCERU UDRICANI, NR. 18, ET. 2",ARPIM,ADRESE_2000,1
215,ADRESE_2000,ART GROUP INT SRL,BUCURESTI,Sector 1,Andrei-Alexandru Chirescu,,,,,,"STR. NICOLAE CARAMFIL, NR. 71-73, ET. 5",ART GROUP INT,ADRESE_2000,1
216,grecia,ASTRON CHEMICALS SRL,BUCURESTI,Sectorul 3,Pentaris Emmanouil,office@astronchemicals.ro,carmen.cristescu@astronchemicals.ro,,,400690,"SOS. DUDESTI PANTELIMON, NR. 19",ASTRON CHEMICALS,grecia,1
217,grecia,AUSTRIA CARD SRL,BUCURESTI,Sectorul 1,Gaitanaru Florin,sales@austriacard.ro,office@austriacard.ro,,,18891030,"SOS. ODAI, NR. 347-363",AUSTRIA CARD,grecia,1
218,ADRESE_2000,AUTO ITALIA IMPEX SRL,BUCURESTI,Sector 6,Omer Levi,,,,,,"B-DUL TIMISOARA, NR. 102, ET. 1, BIR. 1",AUTO ITALIA IMPEX,ADRESE_2000,1
219,ADRESE_2000,AUTOMOBILE BAVARIA SRL,BUCURESTI,Sector 1,Schmidt Michael Horst,,,,,,"SOS. BUCURESTI-PLOIESTI, NR 53 A",AUTOMOBILE BAVARIA,ADRESE_2000,1
220,ADRESE_2000,AUTONET SRL,BUCURESTI,Sector 6,Ioan-Costin Bilciurescu,,,,,,"CALEA GIULESTI, NR. 125",AUTONET,ADRESE_2000,1
221,grecia,AUTOTECHNICA FLEET SERVICES SRL,BUCURESTI,Sectorul 2,Zacharias Vitzilaios,reservations@hertz.ro,sales@hertzlease.ro,,,14782270,"STR. GEORGE CONSTANTINESCU, NR. 2 C",AUTOTECHNICA FLEET SERVICES,grecia,1
222,ADRESE_2000,AVI COMPACT,BUCURESTI,Sector 3,Florin Radulescu,,,,,,STR. ARISTIDE PASCAL NR.27,AVI COMPACT,ADRESE_2000,1
223,ADRESE_2000,AVIA MOTORS SRL,BUCURESTI,Sector 2,Daniel Balaban,,,,,,"SOS. DOBROESTI, NR. 7, BL. 4, ET. 10, AP. 29, cam. 13-16",AVIA MOTORS,ADRESE_2000,1
224,ADRESE_2000,AVICOLA BUCURESTI SA,BUCURESTI,Sector 4,Iliuta Remus,,,,,,"SPLAIUL UNIRII, NR.16, ET. 3, CAM 310",AVICOLA BUCURESTI,ADRESE_2000,1
225,ADRESE_2000,AXPO ENERGY ROMANIA SA,BUCURESTI,Sector 1,Catalin Iordache,,,,,,"STR. POPA SAVU, NR. 79-81",AXPO ENERGY ROMANIA,ADRESE_2000,1
226,ADRESE_2000,AZAD ENTERPRISES SRL,BUCURESTI,Sector 1,Yousef Mustafa,,,,,,"SOS. BUCURESTI - PLOIESTI, NR. 172-176, ET. 5",AZAD ENTERPRISES,ADRESE_2000,1
227,ADRESE_2000,BASF ROMANIA,BUCURESTI,Sector 2,Gheorghe Neagu,,,,,,"SOSEAUA PIPERA, NR. 43, CORP A, ET. 1",BASF ROMANIA,ADRESE_2000,1
228,ADRESE_2000,BAUMIT ROMANIA,BUCURESTI,Sector 6,Laurentiu Lupusor,,,,,,"B-DUL IULIU MANIU, NR. 600 A",BAUMIT ROMANIA,ADRESE_2000,1
229,grecia,BERLIN PACKAGING ROMANIA SRL,BUCURESTI,Sectorul 4,Neagu Irina,,office@tcromglass.ro,,,31327310,"BDUL. LIBERTATII, NR. 10",BERLIN PACKAGING ROMANIA,grecia,1
230,grecia,BEST FOODS PRODUCTIONS SRL,BUCURESTI,Sectorul 6,Ochonos Epameinondas,info@bestfoods-ltd.com,,,,2145490,"STR. MOINESTI, NR. 55",BEST FOODS PRODUCTIONS,grecia,1
231,ADRESE_2000,BOG`ART,BUCURESTI,Sector 1,Raul Alexandru Lucian Doicescu,,,,,,"STR. ION BREZOIANU, NR 27",BOG ART,ADRESE_2000,1
232,ADRESE_2000,BOIRON RO SRL,BUCURESTI,Sector 1,Silvia Mainescu,,,,,,"CALEA DOROBANTI, NR. 239, ET. 4",BOIRON RO,ADRESE_2000,1
233,ADRESE_2000,BOREALIS L.A.T ROMANIA,BUCURESTI,Sector 2,Inca Dorin-Gheorghe,,,,,,"STR. MARIA ROSETTI, NR. 6, ET. 8",BOREALIS L A T ROMANIA,ADRESE_2000,1
234,ADRESE_2000,BOSCH ROMANIA,BUCURESTI,Sector 1,Boldijar Mihai,,,,,,"STR HORIA MACELARIU, NR. 30-34",BOSCH ROMANIA,ADRESE_2000,1
235,ADRESE_2000,BOUYGUES ROMANIA,BUCURESTI,Sector 1,Fabrice Jacques,,,,,,"STR MAIOR GHEORGHE SONTU, NR 10-12, ET 2, AP 7",BOUYGUES ROMANIA,ADRESE_2000,1
236,ADRESE_2000,BP PUBLISHING MEDIA,BUCURESTI,Sector 5,Ioana Raluca Michailov,,,,,,"STR. GEN. ATANASIE DEMOSTENE, NR. 22 A",BP PUBLISHING MEDIA,ADRESE_2000,1
237,ADRESE_2000,BRAIN 4 STRATEGY SRL,BUCURESTI,Sector 1,Ana Maria Diceanu,,,,,,"INTRAREA NICOLAE IORGA, NR. 3, AP. 2",BRAIN 4 STRATEGY,ADRESE_2000,1
238,ADRESE_2000,BRAINSPOTTING,BUCURESTI,Sector 1,Corina Ilie,,,,,,"STR. PITAR MOS, NR. 6, ET. 4",BRAINSPOTTING,ADRESE_2000,1
239,ADRESE_2000,BRANTO PRODUCTIE INDUSTRIALA SRL,BUCURESTI,Sector 2,Iulian Bratu,,,,,,"SOS. PANTELIMON, NR. 1",BRANTO PRODUCTIE INDUSTRIALA,ADRESE_2000,1
240,ADRESE_2000,BRD ASIGURARI DE VIATA,BUCURESTI,Sector 1,Laurent Doubrovine,,,,,,"STR. GHEORGHE POLIZU, NR. 58-60",BRD ASIGURARI DE VIATA,ADRESE_2000,1
241,ADRESE_2000,BRD GROUPE SOCIETE GENERALE,BUCURESTI,Sector 1,Claudiu Cercel,,,,,,"B-DUL ION MIHALACHE, NR. 1-7, TURN BRD",BRD GROUPE SOCIETE GENERALE,ADRESE_2000,1
242,grecia,BSB FASHION SA,BUCURESTI,Sectorul 4,Bitharas Vasileios,reclamatii@bsbfashion.ro,hotel@bsbfashion.ro,,,7130070,"SPL. UNIRII, NR. 108",BSB FASHION,grecia,1
243,grecia,CD MEDIA SOCIETAS EUROPAEA OF TRADING AND SALE OF SOFTWARE AND MULTIMEDIA OPTICAL SYSTEMS SE,BUCURESTI,Sectorul 3,Ginavar Silviu,,,,,33058690,"STR. TURTURELELOR, NR. 62",CD MEDIA SOCIETAS EUROPAEA OF TRADING AND SALE OF SOFTWARE AND MULTIMEDIA OPTICAL SYSTEMS SE,grecia,1
244,ADRESE_2000,CDD RELOCATION SRL,BUCURESTI,Sector 1,Dascalau Anamaria,,,,,,"DRUM PADUREA NEAGRA, 19-33, CORP 5, ET. 1",CDD RELOCATION,ADRESE_2000,1
245,ADRESE_2000,CEC BANK,BUCURESTI,Sector 3,Neacsu Bogdan,,,,,,"CALEA VICTORIEI, NR. 13",CEC BANK,ADRESE_2000,1
246,grecia,CM DELTA APPAREL ROMANIA SA,BUCURESTI,Sectorul 1,Stratos Alexandros,contabilitate@cmdeltaapparel.ro,alina.oana@cmdeltaapparel.ro,,,196110,"SOS. NICOLAE TITULESCU, NR. 12",CM DELTA APPAREL ROMANIA,grecia,1
247,ADRESE_2000,COLLIERS ROMANIA,BUCURESTI,Sector 1,Diana Rusu,,,,,,"FLOREASCA BUSINESS PARK, NR. 169A, ET7",COLLIERS ROMANIA,ADRESE_2000,1
248,ADRESE_2000,COMTEC 2000 INC,BUCURESTI,Sector 6,Kainnan Carol,,,,,,"STR. DRUMUL OSIEI, NR. 51",COMTEC 2000 INC,ADRESE_2000,1
249,ADRESE_2000,CONADI ROMANIA,BUCURESTI,Sector 5,Bogdan Adrian Stoinea,,,,,,"CALEA 13 SEPTEMBRIE, NR. 90, ET. 6, MARRIOTT GRAND OFFICES, ETAJ 6",CONADI ROMANIA,ADRESE_2000,1
250,ADRESE_2000,CONARG AG,BUCURESTI,Sector 1,Ion Stan,,,,,,"CALEA FLOREASCA, NR. 91-111, BL. F1, ET. 3",CONARG AG,ADRESE_2000,1
251,ADRESE_2000,CONCELEX SRL,BUCURESTI,Sector 1,Visan Beniamin Catalin,,,,,,"STR. AEROPORTULUI, NR. 120-130",CONCELEX,ADRESE_2000,1
252,ADRESE_2000,CONSOLIGHT COM SRL,BUCURESTI,Sector 2,Consuela Andreea Popa,,,,,,"STR. PARGARILOR, NR 11",CONSOLIGHT COM,ADRESE_2000,1
253,ADRESE_2000,CONSULTA 99 SPRL,BUCURESTI,Sector 2,Badoi Dan-Ionut,,,,,,"STR. POPA SOARE, NR.37, AP.2",CONSULTA 99 SPRL,ADRESE_2000,1
254,ADRESE_2000,CONTI GRUP SRL,BUCURESTI,Sector 1,Gheorghe Gabriel Mihai Ailoae,,,,,,"SOS. CHITILEI, NR. 3",CONTI GRUP,ADRESE_2000,1
255,ADRESE_2000,CONVERSION MARKETING SRL,BUCURESTI,Sector 1,Marius Pahomi,,,,,,"STR. GRIGORE ALEXANDRESCU, NR. 59, HQ VICTORIEI, ET 4",CONVERSION MARKETING,ADRESE_2000,1
256,ADRESE_2000,CORPORATE OFFICE SOLUTIONS,BUCURESTI,Sector 1,Christophe Weller,,,,,,"SOSEAUA BUCURESTI-PLOIESTI, NR.73-81,, VICTORIA BUSINESS PARK, CLADIRE 2, ET 1",CORPORATE OFFICE SOLUTIONS,ADRESE_2000,1
257,ADRESE_2000,CORTEVA AGRISCIENCE,BUCURESTI,Sector 1,Maria Cirja,,,,,,"SOS. BUC-PLOIESTI, NR. 42-44, CLADIRE B, ET. 2, BANEASA BUSINESS&TECHNOLOGY PARK",CORTEVA AGRISCIENCE,ADRESE_2000,1
258,grecia,COSMOS MOBILE SRL,BUCURESTI,Sectorul 2,,office@cosmosmobile.ro,contact@iqbox.ro,,,15024190,"STR. GEORGE CONSTANTINESCU, NR. 2C",COSMOS MOBILE,grecia,1
259,ADRESE_2000,CREDIT EUROPE BANK,BUCURESTI,Sector 3,Yakup Cil,,,,,,"CALEA VITAN, NR 55-59, SP. L18",CREDIT EUROPE BANK,ADRESE_2000,1
260,ADRESE_2000,CREDITCOOP,BUCURESTI,Sector 6,Morar Adrian Ioan,,,,,,"CALEA PLEVNEI, NR 200",CREDITCOOP,ADRESE_2000,1
261,ADRESE_2000,CRH CIMENT SA,BUCURESTI,Sector 1,Jean-Andre Guillame Cavalier,,,,,,"P-TA CHARLES DE GAULLE, NR. 15, ET. 1",CRH CIMENT,ADRESE_2000,1
262,ADRESE_2000,DANONE ROMANIA,BUCURESTI,Sector 2,Natalia Gelshtein-Kiss,,,,,,"STR. NICOLAE CANEA, NR. 140-160",DANONE ROMANIA,ADRESE_2000,1
263,ADRESE_2000,DANTE INTERNATIONAL,BUCURESTI,Sector 6,Stejara Pircan,,,,,,"SOSEAUA VIRTUTII, NR. 148, SP. E 47",DANTE INTERNATIONAL,ADRESE_2000,1
264,ADRESE_2000,DASEIN,BUCURESTI,Sector 1,,,,,,,"ALEEA MODROGAN, NR 18",DASEIN,ADRESE_2000,1
265,ADRESE_2000,DC COMMUNICATIONS,BUCURESTI,Sector 5,Teodor Victor Frolu,,,,,,"STR. URANUS, NR. 150",DC COMMUNICATIONS,ADRESE_2000,1
266,ADRESE_2000,DDB ADVERTISING AGENCY,BUCURESTI,Sector 1,Roxana Diana Memetea,,,,,,"STR. PRAGA, NR. 3, ET. 2, BIR. 1",DDB ADVERTISING AGENCY,ADRESE_2000,1
267,grecia,DELOITTE AUDIT SRL,BUCURESTI,Sectorul 1,Macarenco Alexandru,ceroauditmcsi@deloitte.com,ctudor@deloittece.com,,,1231350,"CALEA GRIVITEI, NR. 84-98",DELOITTE AUDIT,grecia,1
268,grecia,DELOITTE CONSULTANTA SRL,BUCURESTI,Sectorul 1,Macarenco Alexandru,acondrea@deloittece.com,romania@deloittece.com,,,1450,"CALEA GRIVITEI, NR. 84-98",DELOITTE CONSULTANTA,grecia,1
269,grecia,DIAMEDIX IMPEX SA,BUCURESTI,Sectorul 2,Jose Luis Bozal Gonzalez,comenzi@diamedix.ro,office@diamedix.ro,,,889660,"STR. FABRICA DE GLUCOZA, NR. 15 A",DIAMEDIX IMPEX,grecia,1
270,grecia,EGNATIA ROM SRL,BUCURESTI,Sectorul 1,Nikolaos Papapetrou,egnatia.rom@egnatia-rom.com,,,,11663620,"STR. SFANTA MARIA, NR. 65",EGNATIA ROM,grecia,1
271,grecia,GENCO TRADE SRL,BUCURESTI,Sectorul 1,Emmanouil Manoussakis,office@genco.ro,contact-intersport@genco.ro,,,441780,"STR. BIHARIA, NR. 67-77",GENCO TRADE,grecia,1
272,ADRESE_2000,HEBERGER CONSTRUCTII,BUCURESTI,Sector 1,Ulli Schumhmacher,,,,,,"SOSEAUA BUCURESTI-PLOIESTI, NR. 1A, BUCHAREST BUSINESS PARK, SC. C, ET. 1",HEBERGER CONSTRUCTII,ADRESE_2000,1
273,ADRESE_2000,HEIDELBERGCEMENT ROMANIA,BUCURESTI,Sector 1,Sorin Trifa,,,,,,"SOS. BUCURESTI-PLOIESTI NR 1 A, CLADIRE C, BUCHAREST BUSINESS PARK",HEIDELBERGCEMENT ROMANIA,ADRESE_2000,1
274,ADRESE_2000,HOFIGAL EXPORT-IMPORT SA,BUCURESTI,Sector 4,Cristina Manea,,,,,,"INTR. SERELOR, NR. 2",HOFIGAL EXPORT IMPORT,ADRESE_2000,1
275,ADRESE_2000,HOGARTH & OGILVY,BUCURESTI,Sector 1,Manuela Nicula,,,,,,"CALEA GRIVITEI, NR. 82-98, ET. 4",HOGARTH OGILVY,ADRESE_2000,1
276,ADRESE_2000,HOLCIM SA,BUCURESTI,Sector 1,Adrian Horia Ciprian,,,,,,"CALEA FLOREASCA, NR.169A, BL. B, ET 7",HOLCIM,ADRESE_2000,1
277,ADRESE_2000,HOLLAND FARMING AGRO,BUCURESTI,Sector 5,Marius Alexandru Velea,,,,,,"STR. DR. LISTER, NR. 67, ET. 1, AP. 2",HOLLAND FARMING AGRO,ADRESE_2000,1
278,grecia,HOTELAIR SRL,BUCURESTI,Sectorul 5,Ioannis Ioannidis,hotelair@hotelcon.net,,,,546020,"STR. PERICLE GHEORGHIU, NR. 49",HOTELAIR,grecia,1
279,ADRESE_2000,HS TIMBER PRODUCTIONS SRL,BUCURESTI,Sector 1,Luciana Petrescu,,,,,,"STR. GRIGORE ALEXANDRESCU, NR. 59, ET. 2",HS TIMBER PRODUCTIONS,ADRESE_2000,1
280,ADRESE_2000,HUAWEI TECHNOLOGIES SRL,BUCURESTI,Sector 2,Alina Antonie,,,,,,"STR. BARBU VACARESCU, NR. 201",HUAWEI TECHNOLOGIES,ADRESE_2000,1
281,ADRESE_2000,HUNTER DOUGLAS ROMANIA,BUCURESTI,Sector 2,Stefan Moldoveanu,,,,,,"B-DUL. BASARABIA NR 80, ET 1",HUNTER DOUGLAS ROMANIA,ADRESE_2000,1
282,ADRESE_2000,HUSQVARNA,BUCURESTI,Sector 1,Stefan Tint,,,,,,"SOSEAUA ODAI, NR 33-37",HUSQVARNA,ADRESE_2000,1
283,ADRESE_2000,HV SHIELDING SRL,BUCURESTI,Sector 1,Viorel Bratu,,,,,,"STR. CIRESOAIA, NR. 21 BIS",HV SHIELDING,ADRESE_2000,1
